Species,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
clarkii,-111.416,30.716,201,184,52,6452,374,25,349,282,224,283,121,340,91,4,93,205,18,178,68
clarkii,-111.41,28.41,245,138,50,5386,374,102,272,312,262,312,176,186,50,0,104,129,3,129,32
clarkii,-111.38631,28.631573,243,145,51,5460,377,96,281,311,261,311,173,196,54,0,101,133,4,133,37
clarkii,-111.24709,28.85028,243,150,51,5614,380,91,289,312,263,312,170,227,69,1,113,159,5,159,41
clarkii,-111.237595,31.461205,160,162,49,6291,329,1,328,236,188,242,83,499,117,6,78,270,29,228,114
clarkii,-111.233,28.066,242,125,49,5105,362,108,254,306,257,306,177,198,58,1,104,136,4,136,35
clarkii,-111.18,28.02,242,123,49,5074,361,110,251,306,256,306,177,201,60,1,107,139,4,139,35
clarkii,-111.17637,31.42675,161,164,49,6304,331,0,331,237,189,243,83,492,117,6,79,269,29,228,110
clarkii,-111.165,33.293873,199,150,43,7282,378,34,344,110,229,293,110,463,66,7,46,153,34,120,153
clarkii,-111.120926,31.55759,158,159,48,6321,327,0,327,234,187,240,80,508,118,6,76,270,29,228,116
clarkii,-111.12092,31.55759,158,159,48,6321,327,0,327,234,187,240,80,508,118,6,76,270,29,228,116
clarkii,-111.11667,29.983334,202,166,53,5590,357,49,308,272,222,272,132,348,109,3,107,232,14,199,65
clarkii,-111.116,29.916,202,165,54,5526,355,51,304,271,222,271,133,353,108,3,108,235,13,201,68
clarkii,-111.11,30,202,166,53,5590,357,49,308,272,222,272,132,348,109,3,107,232,14,199,65
clarkii,-111.11,29.94,203,166,54,5553,356,50,306,271,222,272,133,351,109,3,107,234,13,200,67
clarkii,-111.102,33.627335,189,154,42,7665,379,19,360,94,223,289,94,446,60,7,44,149,33,111,149
clarkii,-111.1,30.033333,202,168,54,5641,358,48,310,272,222,272,131,347,110,3,111,232,14,200,65
clarkii,-111.0969,32.23,191,159,47,6907,363,25,338,275,223,281,106,374,71,5,63,179,24,147,92
clarkii,-111.09306,31.395428,160,167,50,6325,332,-2,334,237,188,243,82,488,118,6,81,269,28,229,108
clarkii,-111.09271,31.388542,160,167,50,6325,332,-2,334,237,188,243,82,488,118,6,81,269,28,229,108
clarkii,-111.0917,31.3886,160,167,50,6325,332,-2,334,237,188,243,82,488,118,6,81,269,28,229,108
clarkii,-111.0858,31.4274,157,162,49,6294,326,-2,328,233,186,239,79,508,120,6,78,274,29,232,115
clarkii,-111.0847,31.4092,160,167,50,6325,332,-2,334,237,188,243,82,488,118,6,81,269,28,229,108
clarkii,-111.08463,31.41165,160,167,50,6325,332,-2,334,237,188,243,82,488,118,6,81,269,28,229,108
clarkii,-111.083,30.533,195,178,52,6176,365,27,338,271,219,273,118,362,110,4,106,241,18,210,58
clarkii,-111.083,27.966,245,118,48,5052,361,116,245,309,259,309,181,196,61,1,108,138,4,138,32
clarkii,-111.0808,31.36494,155,162,49,6234,324,-3,327,230,183,236,78,525,124,7,78,283,31,240,119
clarkii,-111.0808,31.364939,155,162,49,6234,324,-3,327,230,183,236,78,525,124,7,78,283,31,240,119
clarkii,-111.08,28.42,240,134,50,5289,364,100,264,305,258,305,172,271,82,1,110,191,6,191,45
clarkii,-111.0797,31.3989,162,171,50,6374,336,-3,339,240,191,245,83,466,116,5,84,261,27,224,101
clarkii,-111.07849,31.417498,164,174,50,6431,340,-4,344,243,193,248,85,449,113,5,84,254,25,217,95
clarkii,-111.07767,29.872246,207,165,54,5490,358,56,302,275,226,275,138,345,106,2,110,231,12,197,66
clarkii,-111.068,32.1873,198,162,47,6996,372,28,344,283,230,289,112,331,65,5,66,164,22,134,77
clarkii,-111.06723,32.190033,198,162,47,6996,372,28,344,283,230,289,112,331,65,5,66,164,22,134,77
clarkii,-111.06578,32.189518,198,162,47,6996,372,28,344,283,230,289,112,331,65,5,66,164,22,134,77
clarkii,-111.0578,31.3886,162,171,50,6374,336,-3,339,240,191,245,83,466,116,5,84,261,27,224,101
clarkii,-111.05032,31.5684,172,181,51,6524,353,-1,354,251,201,257,91,419,106,4,85,237,22,202,87
clarkii,-111.05,30.61,196,181,52,6256,369,26,343,274,221,276,119,356,105,4,106,234,18,203,58
clarkii,-111.03951,31.61275,175,182,50,6581,357,0,357,255,205,261,94,406,103,4,85,230,22,196,84
clarkii,-111.033,29.016,243,155,51,5815,389,86,303,313,267,313,168,264,82,2,111,183,9,183,47
clarkii,-111.033,28.45,239,134,50,5241,362,99,263,303,257,303,171,287,86,1,112,203,5,203,49
clarkii,-111.03,29.64,218,165,54,5491,365,64,301,286,237,286,148,328,94,2,105,218,11,218,67
clarkii,-111.03,29.63,218,165,54,5491,365,64,301,286,237,286,148,328,94,2,105,218,11,218,67
clarkii,-111.027,28.476,235,136,51,5216,360,95,265,299,253,299,168,315,87,2,104,215,8,215,60
clarkii,-111.01528,27.96083,247,117,47,5037,362,117,245,310,261,310,182,194,62,1,109,138,4,138,30
clarkii,-111.01,28.64,242,142,51,5468,373,95,278,309,262,309,172,280,84,2,110,198,7,198,48
clarkii,-110.99,29.44,223,162,54,5603,370,70,300,293,243,293,152,353,94,1,101,227,11,227,79
clarkii,-110.983,28.166,245,123,49,5086,362,111,251,308,260,308,179,219,74,1,116,161,4,161,28
clarkii,-110.98226,31.706747,171,169,49,6528,347,4,343,249,202,256,90,438,106,4,79,238,23,201,95
clarkii,-110.98,30.8,170,171,52,5993,339,11,328,243,194,247,97,549,135,8,83,307,34,264,124
clarkii,-110.96667,27.983334,248,116,47,5029,363,118,245,311,261,311,183,192,61,1,108,137,4,137,29
clarkii,-110.95795,27.92755,247,114,47,4977,360,120,240,310,260,310,184,202,64,1,112,142,4,142,33
clarkii,-110.95,29.866,213,168,55,5505,365,60,305,282,233,282,144,349,108,3,108,236,14,236,62
clarkii,-110.95,29.66,222,166,54,5526,370,65,305,291,205,291,152,339,98,2,104,224,12,224,68
clarkii,-110.95,29.283,230,160,52,5780,378,73,305,302,252,302,157,342,90,1,103,222,11,222,75
clarkii,-110.95,28.083332,246,119,48,5035,361,115,246,309,260,309,181,205,68,1,114,151,3,151,28
clarkii,-110.9466,31.3671,164,174,50,6444,338,-5,343,242,192,247,83,447,114,5,85,255,27,220,93
clarkii,-110.9381,32.3542,189,153,45,6910,361,26,335,272,222,279,104,402,71,6,58,180,27,148,106
clarkii,-110.93424,31.340399,164,174,50,6444,338,-5,343,242,192,247,83,447,114,5,85,255,27,220,93
clarkii,-110.93356,31.40585,164,174,50,6472,339,-6,345,243,193,248,83,441,114,5,86,252,26,218,90
clarkii,-110.93306,29.224834,232,159,52,5796,380,75,305,304,217,304,159,334,90,1,106,219,12,219,70
clarkii,-110.933,30.666,197,184,53,6122,370,28,342,273,221,275,122,407,115,4,100,256,21,223,74
clarkii,-110.933,27.916,247,113,47,4948,359,120,239,309,260,309,184,204,64,1,106,143,4,143,34
clarkii,-110.931015,31.362432,164,174,50,6444,338,-5,343,242,192,247,83,447,114,5,85,255,27,220,93
clarkii,-110.93,27.95,247,114,47,4977,360,120,240,310,260,310,184,202,64,1,112,142,4,142,33
clarkii,-110.9258,32.0911,201,159,46,7007,373,33,340,286,234,291,114,302,64,4,70,158,18,129,67
clarkii,-110.916,29.183,236,159,51,5880,385,76,309,308,221,308,161,327,91,2,106,218,14,218,63
clarkii,-110.91,32.336666,165,143,45,6635,330,13,317,244,196,251,83,509,89,7,58,226,35,188,135
clarkii,-110.91,29.11,241,157,50,5904,391,81,310,313,226,313,166,307,90,2,112,210,12,182,55
clarkii,-110.91,29.1,241,157,50,5904,391,81,310,313,226,313,166,307,90,2,112,210,12,182,55
clarkii,-110.9,31.066,175,180,52,6256,349,6,343,252,201,256,98,494,122,6,83,278,30,240,108
clarkii,-110.9,27.918333,244,115,47,4945,357,117,240,307,258,307,181,221,69,2,109,155,6,155,35
clarkii,-110.9,27.91667,244,115,47,4945,357,117,240,307,258,307,181,221,69,2,109,155,6,155,35
clarkii,-110.9,27.916,248,114,47,4969,360,121,239,311,261,311,185,200,63,1,111,141,4,141,32
clarkii,-110.89592,31.707586,128,136,45,6027,285,-12,297,199,156,206,54,642,133,9,68,318,43,270,156
clarkii,-110.89,30.75,192,184,53,6032,364,23,341,266,215,269,118,467,126,5,94,281,27,245,92
clarkii,-110.89,27.99,247,115,47,4996,360,118,242,310,260,310,183,198,63,1,113,143,4,143,29
clarkii,-110.883,27.95,244,115,47,4945,357,117,240,307,258,307,181,221,69,2,109,155,6,155,35
clarkii,-110.88,29.18,236,159,51,5880,385,76,309,308,221,308,161,327,91,2,106,218,14,218,63
clarkii,-110.879585,31.725,151,148,46,6259,315,0,315,225,182,232,74,550,120,6,72,279,33,235,130
clarkii,-110.8794,31.725,151,148,46,6259,315,0,315,225,182,232,74,550,120,6,72,279,33,235,130
clarkii,-110.866,30.983,179,181,52,6218,354,10,344,255,205,259,103,504,124,6,82,282,31,244,112
clarkii,-110.866,30.933,183,183,53,6188,358,13,345,259,208,263,108,499,124,6,84,282,31,244,109
clarkii,-110.866,30.9,188,186,53,6153,363,17,346,264,213,267,113,480,123,5,86,277,29,241,101
clarkii,-110.8522,31.8333,174,161,47,6575,346,10,336,251,206,259,92,441,101,4,75,232,24,194,99
clarkii,-110.85,30.916,188,186,53,6153,363,17,346,264,213,267,113,480,123,5,86,277,29,241,101
clarkii,-110.8183,31.7781,152,148,46,6293,317,0,317,226,183,234,74,538,117,6,71,273,33,230,126
clarkii,-110.818,31.778,152,148,46,6293,317,0,317,226,183,234,74,538,117,6,71,273,33,230,126
clarkii,-110.816,28.916,240,152,50,5688,384,85,299,309,263,309,168,333,96,3,113,232,12,195,60
clarkii,-110.8092,32.3222,199,160,46,6996,374,32,342,284,232,290,113,353,64,5,60,162,22,132,91
clarkii,-110.809,32.322,199,160,46,6996,374,32,342,284,232,290,113,353,64,5,60,162,22,132,91
clarkii,-110.799,30.83,193,187,54,6086,368,23,345,269,217,271,119,480,126,5,89,282,28,246,98
clarkii,-110.79432,31.628145,142,148,47,6173,306,-7,313,215,172,222,66,569,125,7,72,292,35,247,133
clarkii,-110.788,32.443,97,126,44,5997,251,-34,285,169,123,176,25,761,132,13,57,332,59,282,205
clarkii,-110.7878,32.4431,97,126,44,5997,251,-34,285,169,123,176,25,761,132,13,57,332,59,282,205
clarkii,-110.77398,31.365377,157,167,49,6322,329,-6,335,233,187,239,78,512,123,6,78,275,29,233,110
clarkii,-110.75,30.85,173,175,51,6069,346,9,337,246,199,251,98,577,139,9,79,315,37,271,134
clarkii,-110.74,30.87,173,175,51,6069,346,9,337,246,199,251,98,577,139,9,79,315,37,271,134
clarkii,-110.730354,31.415653,140,153,48,6108,307,-11,318,212,170,220,64,588,132,8,73,307,37,261,134
clarkii,-110.73,29.211,232,161,51,5992,382,68,314,307,217,307,157,393,115,3,110,264,17,264,73
clarkii,-110.73,28.07,245,125,49,5056,362,111,251,309,259,309,180,230,80,1,120,173,4,173,24
clarkii,-110.73,28.05,245,125,49,5056,362,111,251,309,259,309,180,230,80,1,120,173,4,173,24
clarkii,-110.71,30.33,195,173,53,5780,360,35,325,265,218,268,123,484,174,2,123,339,23,305,71
clarkii,-110.69342,32.33433,144,141,45,6465,308,-3,311,221,175,229,65,558,101,8,60,254,39,214,145
clarkii,-110.691666,32.338333,144,141,45,6465,308,-3,311,221,175,229,65,558,101,8,60,254,39,214,145
clarkii,-110.67,30.03,202,167,53,5584,361,47,314,270,225,272,133,474,155,4,113,320,23,283,76
clarkii,-110.662445,31.61734,145,156,48,6225,313,-11,324,218,175,225,67,524,120,6,77,280,33,238,115
clarkii,-110.65,31.33,152,164,49,6243,324,-8,332,226,182,233,74,559,128,8,75,294,34,249,123
clarkii,-110.62,28.81,237,151,51,5494,378,84,294,303,224,304,166,367,104,3,112,256,13,218,62
clarkii,-110.60047,27.92661,248,128,50,5071,365,112,253,312,233,312,183,241,79,1,113,175,6,175,29
clarkii,-110.55654,31.53262,144,158,48,6214,313,-13,326,216,175,224,66,522,122,6,78,283,33,243,112
clarkii,-110.54,29.324,228,168,52,5860,382,65,317,300,213,301,155,464,145,4,111,316,18,269,78
clarkii,-110.524734,31.659956,155,161,48,6393,325,-7,332,230,187,238,75,442,110,4,85,252,26,216,88
clarkii,-110.516,31.016,169,174,50,6247,345,3,342,243,198,250,91,537,131,9,81,296,36,257,115
clarkii,-110.423584,31.46381,140,153,47,6132,308,-12,320,211,171,220,64,545,125,7,77,292,37,253,120
clarkii,-110.41425,31.399,143,155,48,6135,313,-9,322,214,175,223,67,543,126,8,77,291,38,253,120
clarkii,-110.3,30.983,149,162,48,6242,328,-8,336,220,181,230,70,557,134,11,80,308,47,274,118
clarkii,-110.289,31.462,161,157,47,6312,330,2,328,234,194,242,82,414,107,4,90,246,25,215,79
clarkii,-110.2889,31.4625,161,157,47,6312,330,2,328,234,194,242,82,414,107,4,90,246,25,215,79
clarkii,-110.2714,31.4162,131,149,47,5977,297,-16,313,199,161,208,56,594,134,9,74,311,46,275,133
clarkii,-110.25,31.5,166,160,48,6362,336,4,332,239,199,247,86,386,102,4,92,234,23,205,71
clarkii,-110.24099,31.430052,163,160,48,6322,334,3,331,236,196,244,84,407,106,5,91,241,26,212,78
clarkii,-110.2361,31.4294,163,160,48,6322,334,3,331,236,196,244,84,407,106,5,91,241,26,212,78
clarkii,-110.19404,32.86094,132,158,46,6801,312,-28,340,215,164,222,49,496,89,9,57,223,40,189,126
clarkii,-110.07469,32.063168,154,168,48,6636,333,-11,344,233,187,241,72,380,88,5,81,211,27,184,77
clarkii,-110.05,27.716,253,153,53,5320,383,97,286,318,238,318,183,344,101,0,110,239,7,239,52
clarkii,-110.033,27.966,244,157,54,5171,379,89,290,305,232,305,176,443,130,1,113,311,12,259,65
clarkii,-109.99462,31.273518,142,159,48,6119,316,-13,329,211,175,221,65,495,123,7,83,277,43,255,96
clarkii,-109.93,29.55,204,167,51,5691,368,41,327,267,198,274,130,525,150,4,97,319,32,293,99
clarkii,-109.93,27.22,252,156,54,5390,383,95,288,320,266,320,183,180,44,0,95,117,3,117,29
clarkii,-109.91,27.75,255,161,54,5426,391,94,297,321,241,321,184,359,104,0,113,252,7,252,52
clarkii,-109.91,27.73,255,161,54,5426,391,94,297,321,241,321,184,359,104,0,113,252,7,252,52
clarkii,-109.899,29.681,202,169,50,5816,369,36,333,267,194,273,126,517,148,4,95,311,34,288,97
clarkii,-109.82536,29.734455,200,171,50,5895,369,32,337,266,193,273,124,524,148,4,94,311,36,289,98
clarkii,-109.809784,32.651993,109,160,48,6423,284,-47,331,187,139,194,30,565,107,10,60,266,48,229,135
clarkii,-109.7833,32.703632,152,181,49,7160,342,-26,368,239,187,246,63,346,67,6,66,171,26,144,80
clarkii,-109.721,28.546,230,170,54,4993,383,73,310,283,223,289,164,634,181,4,104,414,26,375,102
clarkii,-109.682,29.78917,216,188,51,6441,396,31,365,289,210,296,133,493,145,4,99,307,30,289,81
clarkii,-109.62917,28.97972,241,180,52,5643,409,68,341,300,235,308,166,565,162,4,100,356,26,334,98
clarkii,-109.6128,32.1753,137,169,49,6484,315,-25,340,214,168,221,56,454,96,8,70,231,37,200,101
clarkii,-109.61,27.03,244,166,56,5281,379,85,294,311,257,311,178,295,68,0,100,195,5,195,44
clarkii,-109.55278,27.19306,251,168,56,5350,387,88,299,317,266,317,182,285,75,0,101,187,7,187,39
clarkii,-109.55,27.19,251,168,56,5350,387,88,299,317,266,317,182,285,75,0,101,187,7,187,39
clarkii,-109.52,27.16,251,169,56,5338,388,89,299,317,233,317,182,308,84,0,104,207,8,207,40
clarkii,-109.48,29.92,174,168,50,5805,342,10,332,238,166,245,98,597,154,5,84,328,42,305,122
clarkii,-109.47,27.21,252,170,56,5305,391,89,302,316,235,316,183,402,125,1,112,281,11,281,41
clarkii,-109.45,27.08,251,170,56,5313,390,89,301,316,233,316,183,373,107,1,108,262,10,262,45
clarkii,-109.44,28.97972,225,179,52,5667,394,54,340,285,219,292,150,567,160,5,100,357,27,336,97
clarkii,-109.4364,32.0181,147,174,50,6561,328,-19,347,225,181,233,65,422,92,7,71,219,32,188,92
clarkii,-109.433,31.183,155,183,50,6528,339,-23,362,230,191,238,72,382,101,5,88,221,31,200,70
clarkii,-109.433,27.133,252,171,56,5311,391,90,301,317,235,317,184,396,121,1,111,280,11,280,43
clarkii,-109.43,27.01,249,170,56,5270,387,88,299,314,232,314,182,365,102,1,108,256,10,256,45
clarkii,-109.416,31.233,158,185,50,6611,343,-23,366,234,151,242,74,364,96,5,85,210,29,189,67
clarkii,-109.41,28.49,217,170,54,4916,370,60,310,269,209,275,153,724,193,5,98,462,32,418,117
clarkii,-109.41,27.45,245,172,55,5253,392,83,309,307,232,308,176,546,162,1,118,397,15,329,60
clarkii,-109.4,27.066,251,171,57,5260,390,90,300,316,234,316,184,396,116,1,111,283,10,283,46
clarkii,-109.39833,28.97889,233,185,52,5872,407,55,352,295,228,303,155,543,151,7,99,341,28,324,90
clarkii,-109.39,27.64,239,172,54,5284,390,75,315,300,227,303,170,636,189,2,113,452,19,380,78
clarkii,-109.38333,30.45444,204,182,49,6629,389,23,366,278,242,285,118,379,107,3,92,222,21,199,77
clarkii,-109.38,27.76,231,170,54,5205,382,69,313,289,220,293,162,664,193,3,112,467,23,400,86
clarkii,-109.38,27.07,251,171,57,5260,390,90,300,316,234,316,184,396,116,1,111,283,10,283,46
clarkii,-109.3724,32.0555,122,166,49,6267,299,-36,335,196,154,204,44,532,112,9,67,266,44,230,120
clarkii,-109.37,27.8,232,172,54,5242,385,68,317,290,221,295,163,679,205,4,114,479,23,413,86
clarkii,-109.36667,27.16667,254,173,57,5188,395,92,303,316,239,316,186,469,148,1,117,342,12,342,49
clarkii,-109.3486,31.7438,128,168,49,6232,305,-34,339,200,162,208,49,514,116,8,73,267,42,235,111
clarkii,-109.3137,31.9588,120,166,49,6225,296,-39,335,192,152,201,41,544,115,9,67,273,45,237,122
clarkii,-109.29,29.924,216,188,50,6693,400,28,372,290,256,297,128,493,126,4,87,292,29,246,99
clarkii,-109.28,27.08,248,173,57,4960,390,90,300,307,235,307,184,454,132,1,117,335,12,259,53
clarkii,-109.266,25.916,245,163,57,4924,375,92,283,308,256,308,183,329,114,1,120,236,5,236,42
clarkii,-109.25889,27.225,253,175,57,5033,398,92,306,312,241,313,187,524,164,2,120,384,14,321,53
clarkii,-109.25,26.683,244,172,58,4932,380,86,294,304,229,304,180,380,108,2,111,274,9,274,50
clarkii,-109.24,26.78,245,172,57,4911,383,86,297,304,230,304,181,385,108,2,110,279,9,279,51
clarkii,-109.233315,29.054424,232,189,51,6284,411,47,364,300,226,307,149,465,125,5,96,286,24,271,79
clarkii,-109.2183,31.9347,124,171,49,6332,303,-40,343,198,157,206,44,520,111,8,68,262,42,226,117
clarkii,-109.21,27.09,247,173,57,4834,390,90,300,302,235,304,183,508,150,1,116,374,14,297,58
clarkii,-109.20396,31.882599,122,172,50,6321,301,-43,344,195,155,203,41,521,112,8,69,264,42,228,116
clarkii,-109.2033,31.8825,122,172,50,6321,301,-43,344,195,155,203,41,521,112,8,69,264,42,228,116
clarkii,-109.198105,31.931803,132,177,50,6521,315,-38,353,208,167,216,49,475,102,8,69,242,37,206,106
clarkii,-109.1846,31.8732,117,168,49,6237,294,-43,337,189,151,198,38,543,117,9,68,275,46,239,120
clarkii,-109.182,28.424,215,172,54,4924,369,56,313,267,208,274,151,739,194,7,96,466,36,419,118
clarkii,-109.17509,31.884861,122,172,50,6321,301,-43,344,195,155,203,41,521,112,8,69,264,42,228,116
clarkii,-109.1708,31.8861,122,172,50,6321,301,-43,344,195,155,203,41,521,112,8,69,264,42,228,116
clarkii,-109.17,27.1,244,174,57,4721,389,88,301,297,233,300,182,538,158,1,117,394,14,317,63
clarkii,-109.1696,31.8885,122,172,50,6321,301,-43,344,195,155,203,41,521,112,8,69,264,42,228,116
clarkii,-109.1686,31.8901,122,172,50,6321,301,-43,344,195,155,203,41,521,112,8,69,264,42,228,116
clarkii,-109.16,25.91,245,165,57,4935,377,91,286,308,258,308,183,324,102,1,113,229,6,229,42
clarkii,-109.141,31.914,131,176,49,6544,314,-39,353,207,167,216,48,467,101,7,71,240,37,206,102
clarkii,-109.1408,31.9136,131,176,49,6544,314,-39,353,207,167,216,48,467,101,7,71,240,37,206,102
clarkii,-109.14,27.1,245,175,57,4689,391,89,302,298,235,300,183,546,160,1,116,399,15,323,63
clarkii,-109.1251,31.9081,131,176,49,6544,314,-39,353,207,167,216,48,467,101,7,71,240,37,206,102
clarkii,-109.1228,31.8982,150,185,50,6935,339,-30,369,231,188,240,62,355,79,5,75,191,25,161,72
clarkii,-109.11,31.52,140,178,50,6475,323,-33,356,214,178,223,58,424,98,6,74,228,33,198,86
clarkii,-109.11,25.95,246,166,58,4947,377,91,286,308,259,308,183,329,102,2,112,231,8,231,44
clarkii,-109.1,26.99,236,172,58,4465,380,84,296,285,227,289,177,583,165,2,113,419,15,338,73
clarkii,-109.08806,31.3325,164,188,50,6786,353,-22,375,241,204,249,78,328,82,4,80,186,22,159,63
clarkii,-109.08,26.49,244,174,58,4899,381,84,297,302,230,302,180,403,118,2,114,294,9,294,50
clarkii,-109.06,27.07,230,171,57,4400,376,80,296,277,222,282,171,660,185,3,110,465,20,389,83
clarkii,-109.05,31.36,160,185,49,6708,347,-24,371,235,200,244,75,341,83,4,79,192,23,164,66
clarkii,-109.05,31.35,160,185,49,6708,347,-24,371,235,200,244,75,341,83,4,79,192,23,164,66
clarkii,-109.05,27.066668,230,171,57,4400,376,80,296,277,222,282,171,660,185,3,110,465,20,389,83
clarkii,-109.05,26.166,245,170,58,4984,378,87,291,307,261,307,182,340,107,2,111,240,7,240,46
clarkii,-109.05,25.94,246,166,57,4937,377,90,287,308,259,308,183,324,99,2,110,227,8,227,43
clarkii,-109.0486,25.956573,246,166,57,4937,377,90,287,308,259,308,183,324,99,2,110,227,8,227,43
clarkii,-109.046,29.795,188,176,50,6189,364,14,350,255,184,263,107,568,145,5,82,316,36,286,117
clarkii,-109.041855,31.51077,133,174,49,6352,315,-36,351,205,171,214,53,454,104,7,74,242,37,211,92
clarkii,-109.04,31.46,133,174,49,6341,315,-36,351,205,171,214,53,451,104,6,74,241,36,210,92
clarkii,-109.04,31.36,157,183,49,6627,343,-25,368,231,197,240,72,357,85,5,78,198,26,169,69
clarkii,-109.04,31.35,157,183,49,6627,343,-25,368,231,197,240,72,357,85,5,78,198,26,169,69
clarkii,-109.04,26.97,210,167,57,4281,354,64,290,257,202,261,154,708,208,4,109,494,22,410,90
clarkii,-109.03,31.84,159,189,49,7141,352,-27,379,243,199,251,69,300,68,4,76,166,19,138,57
clarkii,-109.03,31.37,157,183,49,6627,343,-25,368,231,197,240,72,357,85,5,78,198,26,169,69
clarkii,-109.03,31.36,157,183,49,6627,343,-25,368,231,197,240,72,357,85,5,78,198,26,169,69
clarkii,-109.03,27.07,227,172,57,4367,375,78,297,274,221,279,169,691,191,3,111,484,20,409,88
clarkii,-109.027,27.071,227,172,57,4367,375,78,297,274,221,279,169,691,191,3,111,484,20,409,88
clarkii,-109.02417,27.06583,227,172,57,4367,375,78,297,274,221,279,169,691,191,3,111,484,20,409,88
clarkii,-109.02,32.36,145,188,50,7162,337,-37,374,231,181,239,55,361,71,7,64,180,28,150,80
clarkii,-109.02,31.37,157,183,49,6627,343,-25,368,231,197,240,72,357,85,5,78,198,26,169,69
clarkii,-109.01527,29.731089,201,181,50,6370,381,22,359,271,197,279,118,565,144,5,84,323,33,284,117
clarkii,-109.01398,31.393776,151,181,49,6554,336,-28,364,224,191,233,68,378,89,5,77,208,28,179,75
clarkii,-109.011925,31.948725,160,189,49,7203,353,-27,380,244,199,253,69,298,66,5,77,163,20,135,58
clarkii,-109.01,33.12,117,193,51,6809,310,-62,372,201,148,207,33,471,85,11,59,222,40,184,110
clarkii,-109.01,27.04,217,169,57,4342,362,69,293,264,209,269,159,707,201,4,110,492,22,411,90
